id,imena,žanri,jeziki,št poglavij
7382,Shirokuma To Fumeikyoku,"['Comedy', 'Seinen', 'Supernatural']",EN,23
7383,Shiroyama to Mita-san,"['Comedy', 'Slice of Life']",EN,20
7384,Shisei Maria,['nedoločen'],JA,18
7385,Shishidou-San Ni Shikararetai,"['Comedy', 'Romance']",EN,21
7386,Shishunki Bitter Change,"['Drama', 'Gender Bender', 'Psychological']",EN,65.5
7387,Shitsuren Chocolatier,"['Comedy', 'Drama', 'Romance']",nedoločen,0
7388,Shiyakusho,"['Seinen', 'Slice of Life']",JA,87.5
7389,Shizukanaru Don: Yakuza Side Story,['Seinen'],JA,1093
7390,Shoha Shoten!,"['Comedy', 'Drama', 'Shounen']",EN,19
7391,Shojo Fight!,"['Drama', 'School', 'Seinen']",EN,156
7392,Shukusei No Gedoku,['nedoločen'],JA,34
7393,Shunkan Gradation,"['Romance', 'School', 'Shoujo']",JA,24
7394,Shura No Mon,"['Action', 'Martial Arts', 'Shounen']",JA,75
7395,SHURA SWORD SOVEREIGN,"['Action', 'Fantasy', 'Martial Arts']",EN,360
7396,Shura Yukihime Gaiden,"['Action', 'Historical', 'Martial Arts']",EN,5
7397,Shut-In Elf,"['Comedy', 'Shounen', 'Slice of Life']",EN,122
7398,Shuujin Riku,"['Action', 'Drama', 'Shounen']",EN,29
7399,Shuumatsu no Hanayome-sama ~sweet home†melty life~,"['Romance', 'Shounen']",JA,8
7400,"Shuumatsu no Valkyrie Chronicle: The Legend of Lu Bu Fengxian, the Flying General","['Action', 'Drama', 'Historical']",EN,23
7401,SHY,"['Action', 'Drama', 'Shounen']",EN,184
7402,Siblings Clean Up the Dirt,['Fantasy'],JA,5
7403,Sick Yandere Prince Depends on Me to Continue His Life,"['Drama', 'Fantasy', 'Historical']",EN,24
7404,Sick Yankee Manga,"['Romance', 'Slice of Life']",EN,2
7405,Side Characters Deserve Love Too,"['Comedy', 'Fantasy', 'Romance']",EN,64
7406,Side story of -Saki-: Shinohayu the Dawn of Age,"['Shounen', 'Sports']",EN,106
7407,Sidekicks,"['Action', 'Comedy', 'Drama']",EN,130
7408,Sidooh,"['Action', 'Drama', 'Historical']",EN,266
7409,Silent Miyashita-san's Sexy Channel,"['Comedy', 'Drama', 'Romance']",EN,5
7410,Silent Witch Chinmoku no Majo no Kakushigoto,"['Adventure', 'Fantasy', 'Shoujo']",JA,13
7411,Silver Arsudahl,"['Fantasy', 'Shounen']",JA,5
7412,Silver Fang,['Shounen'],EN,55
7413,Silver Fox,"['Seinen', 'Slice of Life', 'Supernatural']",JA,81
7414,Silver Plan to Redo From JK,"['Comedy', 'Drama', 'School']",EN,63
7415,Silver Spoon,"['Comedy', 'Drama', 'School']",EN,131
7416,Silver Spoon,"['Drama', 'Slice of Life']",EN,44
7417,"SilverWolf,Blood,Bone","['Horror', 'Supernatural']",JA,10
7418,Simon Sues,['Supernatural'],EN,123
7419,"Since I Became the Decorative Queen, I Decided to Secretly Go to Work","['Comedy', 'Drama', 'Fantasy']",EN,11
7420,"Since I have been reincarnated as the daughter of a duke, I, the ""girl inside,"" will enjoy being a girl as much as I can!","['Fantasy', 'Historical', 'Seinen']",EN,8
7421,"Since I've Entered the World of Romantic Comedy Manga, I'll Do My Best to Make the Losing Heroine Happy","['Comedy', 'Romance']",EN,4
7422,Since The Red Moon Appeared,"['Action', 'Adventure', 'Drama']",EN,52
7423,"Sing ""Yesterday"" for Me","['Drama', 'Romance', 'Seinen']",EN,113
7424,Sing A Bit Of Harmony,"['School', 'Seinen', 'Slice of Life']",JA,12
7425,Sinner in The Seabed,"['Fantasy', 'Romance', 'Seinen']",EN,10
7426,Sinui Sokdo,"['Action', 'Drama', 'Shounen']",EN,105
7427,Sir Liebe von Trapp,"['Comedy', 'Fantasy']",EN,6.5
7428,Siren's Lament,['Romance'],EN,24
7429,Siscon Ani To Brocon Imouto Ga Shoujiki Ni Nattara,"['Comedy', 'Romance', 'School']",EN,48
7430,Sister of Ms. Asamiya,"['Adventure', 'Comedy', 'Drama']",EN,22
7431,Sisters at War,"['Action', 'Drama']",EN,32
7432,Sithrah,['Fantasy'],EN,97
7433,Situation,"['Comedy', 'Romance', 'School']",EN,12
7434,Six Half,"['Drama', 'Romance', 'School']",JA,44.5
7435,Six Princess Fall in Love with God Guardian,"['Action', 'Adventure', 'Fantasy']",EN,73
7436,Six-Years-Old Sage Wants to Walk in the Shade,"['Action', 'Fantasy']",EN,15
7437,Sixteen Syndrome,"['Romance', 'School', 'Shoujo']",JA,8.5
7438,Sixth Sense Kiss,"['Comedy', 'Josei', 'Romance']",EN,97.5
7439,Sk8R's,['Seinen'],EN,9
7440,Skate!!! Fire 100,['Sports'],EN,52
7441,Skeleton Double,"['Action', 'Shounen']",EN,20
7442,Skeleton Knight in Another World,"['Action', 'Adventure', 'Comedy']",EN,58
7443,Skeleton Soldier Couldn’t Protect the Dungeon,"['Action', 'Adventure', 'Drama']",EN,244
7444,SKET Dance,"['Comedy', 'Drama', 'School']",EN,288
7445,Sketch,"['Drama', 'Slice of Life', 'Yaoi']",EN,3
7446,Sketchbook,"['Comedy', 'Slice of Life']",EN,195
7447,Skill Build Online,"['Action', 'Adventure', 'Comedy']",JA,9
7448,"Skill Kantei ni Mezameta node, Akogare no Kyonyuu Uketsukejou o Kantei Shitara Maou de Pad datta kudan","['Fantasy', 'Seinen']",JA,11
7449,Skill of Lure,"['Comedy', 'Ecchi', 'Romance']",EN,36
7450,Skilled Teaser (Former) Takagi-san,"['Comedy', 'Romance', 'Slice of Life']",EN,284
7451,Skip and Loafer,"['School', 'Seinen', 'Slice of Life']",EN,53
7452,Skip Beat!,"['Comedy', 'Drama', 'Romance']",EN,308
7453,Skull Dragon's Precious Daughter,"['Adventure', 'Fantasy']",EN,12
7454,Skull-face Bookseller Honda-san,"['Comedy', 'Slice of Life', 'Supernatural']",EN,24.5
7455,Skullgirls,['Action'],EN,19
7456,Skyblue Shore,"['School', 'Shoujo']",JA,24
7457,Skye,['Fantasy'],EN,49
7458,Slackerman Ametani Kantarou,"['Comedy', 'Seinen']",EN,1
7459,Slacking Master Komukai-san won't let me off!,"['Comedy', 'Romance', 'Slice of Life']",EN,6
7460,Slam Dunk,"['Comedy', 'Drama', 'School']",EN,276
7461,Slasher Maidens,"['Action', 'Ecchi', 'Shounen']",EN,32.5
7462,Slave B,"['Action', 'Adventure', 'Drama']",EN,80
7463,Slave District - Me and 23 Slaves,"['Drama', 'Psychological']",EN,24.4
7464,Slave GO Didi,"['Drama', 'Horror', 'Shounen']",JA,12
7465,Slave Of The Magic Capital's Elite Troops,"['Action', 'Ecchi', 'Fantasy']",EN,110
7466,Slayer Volte,"['Action', 'Drama', 'Fantasy']",EN,19
7467,Slayers: Suiriyuuou No Kishi,"['Action', 'Adventure', 'Comedy']",EN,31
7468,Sleeping Ranker,"['Action', 'Fantasy', 'Game']",EN,76
7469,Sleepy Princess in the Demon Castle,"['Comedy', 'Fantasy', 'Magic']",EN,333
7470,Slight Blue Fever,"['Drama', 'Romance', 'Shoujo']",EN,2
7471,Slime Life,"['Comedy', 'Fantasy', 'Shounen']",EN,299.1
7472,Slime Taikou to Botsuraku Reijou no Angai Shiawase na Konyaku,"['Comedy', 'Fantasy', 'Romance']",JA,3
7473,Slime-San To Yuusha Kenkyuubu,"['Comedy', 'School', 'Shounen']",JA,37
7474,Slow Jet Coaster,"['Romance', 'School', 'Shoujo']",EN,5
7475,Slow Life In The World Of Eroge,"['Adventure', 'Fantasy']",JA,6
7476,Slow Loop,['Slice of Life'],JA,28
7477,Slow Start,"['Comedy', 'School']",EN,132
7478,Slow-Life Farmer's Random Skills,"['Adventure', 'Ecchi', 'Fantasy']",EN,22
7479,Small Girl and Big Girl,"['Comedy', 'Seinen', 'Slice of Life']",EN,13
7480,Small Size!,"['Comedy', 'Shoujo']",EN,12
7481,Small World,['Slice of Life'],EN,617
7482,Smile at the Runway,"['Drama', 'Shounen']",EN,183
7483,Smile Brush,"['Comedy', 'Slice of Life']",EN,35
7484,Smile Brush: My Old Pictures,"['Comedy', 'Slice of Life']",EN,55
7485,Smile of the Arsnotoria Sun!,"['Adventure', 'Fantasy', 'Magic']",EN,1
7486,Smile Style,"['Comedy', 'School', 'Seinen']",EN,5.5
7487,Smity and Majesty,['Comedy'],EN,128
7488,Smoke & Honey,"['Historical', 'Romance', 'Seinen']",EN,13
7489,Smokin' Parade,"['Drama', 'Shounen', 'Supernatural']",EN,49
7490,Smoking Gun: Minkan Kasouken Chousain Nagareta Enishi,"['Drama', 'Mystery', 'Police']",JA,65.2
7491,Smoking Maid Romance,"['Comedy', 'Romance', 'Seinen']",EN,1
7492,Smoking Savage,"['Action', 'Drama', 'Seinen']",JA,39
7493,Smyrna & Capri,"['Drama', 'Yaoi']",EN,12
7494,Snail Pond Robber,"['Comedy', 'Romance', 'Slice of Life']",EN,70
7495,Snailogy,['Slice of Life'],EN,122
7496,Snake Essence Is a Kind of Disease,"['Fantasy', 'Historical', 'Shounen Ai']",EN,2
7497,Sneeze: Naoki Urasawa Story Collection,"['Action', 'Comedy', 'Drama']",EN,8
7498,Snow Thaw & Love Letter,"['Romance', 'School', 'Shoujo Ai']",EN,8
7499,Snow White with the Red Hair,"['Drama', 'Fantasy', 'Romance']",EN,133
7500,Snowball Earth,"['Action', 'Adventure', 'Sci-Fi']",EN,20
7501,So Cute It Hurts!!,"['Romance', 'School', 'Shoujo']",EN,73.3
7502,So I Married the Anti-Fan,"['Comedy', 'Drama', 'Josei']",EN,88
7503,"So I'm a Spider, So What?","['Action', 'Adventure', 'Comedy']",EN,64.2
7504,"So I'm a Spider, So What? The Daily Lives of the Kumoko Sisters","['Comedy', 'Fantasy', 'Parody']",EN,102
7505,"So They Prophesized, I’m the Future King","['Action', 'Adventure', 'Fantasy']",EN,35
7506,So What's Wrong with Getting Reborn as a Goblin?,"['Action', 'Comedy', 'Drama']",EN,78
7507,So You're Raising a Warrior,"['Action', 'Adventure', 'Comedy']",EN,93
7508,So-Ra-No-Wo-To,"['Military', 'Music', 'Seinen']",EN,16
7509,Soara and the House of Monsters,"['Adventure', 'Drama', 'Fantasy']",EN,15
7510,Social Game Girlfriend,"['Comedy', 'Romance', 'School']",EN,23
7511,Social Temperature,"['Drama', 'Romance', 'Shounen Ai']",EN,32
7512,Soda-pop Love,['Yaoi'],EN,5.5
7513,Softenni,"['Comedy', 'Ecchi', 'School']",EN,32.5
7514,Sokushi to Hametsu no Saijaku Majutsushi,"['Adventure', 'Drama', 'Fantasy']",JA,8
7515,Solanin,"['Drama', 'Seinen', 'Slice of Life']",EN,29
7516,Soldier,"['Action', 'Historical', 'Seinen']",EN,2
7517,SOLEIL,['Fantasy'],EN,145
7518,Solitary Lady,"['Action', 'Drama', 'Fantasy']",EN,89
7519,Solo Auto-Hunting,"['Action', 'Adventure', 'Drama']",EN,92
7520,Solo Bug Player,"['Action', 'Adventure', 'Comedy']",EN,120
7521,Solo Camping for Two,"['Seinen', 'Slice of Life']",EN,86.3
7522,Solo Leveling,"['Action', 'Adventure', 'Fantasy']",EN,179.21
7523,Solo Leveling (Comic Book Ver.),"['Action', 'Adventure', 'Fantasy']",EN,17
7524,Soloist in A Cage,"['Action', 'Drama', 'Psychological']",EN,20
7525,Solving Queen Ophelia's Mysterious Death,"['Fantasy', 'Shoujo']",EN,9
7526,Somali and the Forest Spirit,"['Fantasy', 'Slice of Life']",EN,36
7527,"Somehow, I started Living with a NEET Kunoich","['Comedy', 'Romance', 'Slice of Life']",EN,15
7528,"Somehow, I Started Living With a NEET Otaku Kunoichi","['Comedy', 'Romance', 'Slice of Life']",EN,37
7529,Someone's Girlfriend,"['Ecchi', 'Mystery', 'Romance']",EN,19
7530,Somersault Heaven,['Shoujo'],EN,2
7531,Something About Us,"['Comedy', 'Drama', 'Romance']",EN,115
7532,Something Between Us,"['Drama', 'Romance', 'Shoujo']",EN,23
7533,Something Like a Cat,"['Comedy', 'Mystery', 'Slice of Life']",EN,33
7534,Someya Mako's Mahjong Parlor Food,"['Seinen', 'Slice of Life', 'Sports']",EN,24
7535,Son-In-Law Above Them All,"['Fantasy', 'Romance']",EN,214
7536,Son-in-Law Does Cheap Cultivation,"['Action', 'Adventure', 'Romance']",EN,277
7537,Song in Cloud,"['Historical', 'Romance']",EN,41
7538,Song of the Cloud,"['Drama', 'Romance', 'School']",EN,56
7539,Song of the Long March,"['Action', 'Adventure', 'Drama']",EN,60
7540,Song of the Sky Pacers,"['Action', 'Adventure', 'Comedy']",EN,80
7541,Sono Bokensha Toriatsukai Chui,"['Adventure', 'Fantasy', 'Shounen']",JA,15
7542,Sono Gargoyle wa Chijou Demo Kiken Death,"['Action', 'Adventure', 'Comedy']",JA,13
7543,"Sono Munou, Jitsuha Sekai Saikyou No Mahoutsukai","['Action', 'Fantasy', 'Romance']",JA,36
7544,Sora & Haena,"['Comedy', 'School', 'Shoujo Ai']",EN,33
7545,Sora Ga Haiiro Dakara,"['Comedy', 'Shounen', 'Slice of Life']",EN,58.5
7546,Sora no Aosa wo Shiru Hito yo,"['Drama', 'Romance']",EN,16
7547,Sora no Otome to Hikari no Ouji - Noroi wo Kakerareta Akuyaku Reijou wa Ai wo Nozomu,"['Fantasy', 'Romance']",JA,6
7548,Sora No Otoshimono,"['Comedy', 'Drama', 'Ecchi']",JA,0
7549,Sora Yori Takaku (Miyashita Akira),['Seinen'],EN,174
7550,Sora's Eyes,"['Drama', 'Fantasy', 'Romance']",EN,100
7551,Sora-sama wa Mitasaretai!,"['Fantasy', 'Seinen']",JA,10
7552,Sorcerer Hunters,"['Comedy', 'Ecchi', 'Fantasy']",JA,71
7553,"Sore Wa, Kimi Ga Mita Ao Datta","['Drama', 'Slice of Life']",EN,29
7554,Soredemo Kimi ga,"['Romance', 'Shoujo']",JA,9.2
7555,Soredemo Sekai wa Utsukushii,"['Drama', 'Romance', 'Yaoi']",EN,6
7556,Sorrows of Alicia,"['Action', 'Adventure', 'Ecchi']",EN,4
7557,Sorry for My Familiar,"['Comedy', 'Demons', 'Fantasy']",EN,63.5
7558,"Sorry, but I'm Not Yuri","['Comedy', 'School', 'Shoujo Ai']",EN,27
7559,Sota's Knife,['Seinen'],JA,408
7560,Sotodura Danshi no Shimizu-kun,"['Comedy', 'Romance']",EN,24
7561,Souboutei Kowasu Beshi,"['Action', 'Horror', 'Shounen']",EN,249
7562,Souei Sousho,"['Fantasy', 'Historical', 'Shounen']",EN,19
7563,Soukai Kessen,"['Action', 'Fantasy', 'Historical']",JA,59
7564,Soukou Akki Muramasa: Minagoroshi,"['Action', 'Mecha', 'Sci-Fi']",EN,6
7565,Soukyuu Boys,['Sports'],JA,0
7566,Soul Ark,"['Action', 'Adventure', 'Drama']",EN,27
7567,SOUL CARTEL,"['Action', 'Adventure', 'Comedy']",EN,29
7568,Soul Catcher(S),"['Action', 'Drama', 'School']",JA,89
7569,Soul Eater,"['Action', 'Fantasy', 'Shounen']",EN,113
7570,Soul Eater NOT!,"['Action', 'Comedy', 'Ecchi']",EN,31
7571,Soul Gear,['Action'],EN,32
7572,Soul Land,"['Action', 'Adventure', 'Fantasy']",EN,311
7573,Soul Land,"['Action', 'Fantasy', 'Martial Arts']",EN,307
7574,Soul Land 4 – The Ultimate Combat,"['Action', 'Adventure', 'Fantasy']",EN,418
7575,Soul Land II,"['Action', 'Adventure', 'Fantasy']",EN,477
7576,Soul Land III – The Legend of the Dragon King,"['Action', 'Adventure', 'Fantasy']",EN,480
7577,Soul Land V,"['Action', 'Adventure', 'Fantasy']",EN,131
7578,Soul Of Burning Steel,"['Action', 'Adventure']",EN,42
7579,Soul of The Wind,"['Action', 'Fantasy', 'Seinen']",EN,76
7580,Soul on Hold,['Supernatural'],EN,58
7581,SOULWINDER,"['Supernatural', 'Thriller']",EN,51
7582,Soumatou Kabushikigaisha,"['Drama', 'Mystery', 'Seinen']",EN,83
7583,Soundless Cosmos,"['Drama', 'Fantasy', 'Romance']",EN,45.5
7584,Soushitsu Mahoutsukai No Saikyou Kenja,['Magic'],JA,13
7585,Sousou no Concert,['Drama'],JA,4
7586,Souzai Saishuka no Isekai Ryokouki,"['Adventure', 'Comedy', 'Fantasy']",EN,48
7587,"Souzou Renkinjutsushi Wa Jiyuu wo Ouka Suru Kokyou wo Tsuihou Saretara, Maou No Ohizamoto De Chouzetsu Kouka No Magic Item Zukuri Houdai Ni Narimashita",['Fantasy'],EN,1
7588,Souzounushi nanode Motto Yasashiku Shite Kudasai!,"['Adventure', 'Fantasy', 'Gender Bender']",EN,7
7589,Space Boy,['Sci-Fi'],EN,327
7590,Space Brothers,"['Drama', 'Sci-Fi', 'Seinen']",EN,397
7591,Space Brothers,"['Drama', 'Sci-Fi', 'Seinen']",JA,0
7592,Space Family Carlvinson,"['Comedy', 'Sci-Fi', 'Shounen']",EN,137
7593,Space Traveller Robo & Usakichi,"['Action', 'Adventure', 'Sci-Fi']",EN,9
7594,"Spare Me, Great Lord!","['Action', 'Comedy', 'Fantasy']",EN,575
7595,Sparkly Lion Boy,"['Drama', 'Romance', 'School']",JA,36.3
7596,Special Restaurant,"['Drama', 'Shounen']",EN,7
7597,Species Domain,"['Fantasy', 'Romance', 'Shounen']",EN,77.5
7598,Spectacular Diary,"['Comedy', 'Drama', 'Fantasy']",EN,35
7599,Spectres,"['Action', 'Adventure', 'Drama']",EN,4
7600,Spells From Hell,['Fantasy'],EN,85
7601,Spellward Bound,['Fantasy'],EN,28
7602,Spice & Wolf,"['Adventure', 'Drama', 'Fantasy']",JA,100
7603,Spicy Wife’s Reborn World,"['Drama', 'Romance']",EN,405
7604,Spider-Man: Fake Red,"['Action', 'Super Power']",EN,14.5
7605,Spider-Man: Octopus Girl,"['Action', 'Sci-Fi']",EN,2
7606,"Spill It, Cocktail Knights!","['Comedy', 'Gender Bender', 'Romance']",EN,24
7607,Spiral: Bonds of Reasoning,"['Drama', 'Mystery', 'School']",JA,50
7608,Spirit Circle,"['Action', 'Adventure', 'Comedy']",EN,45.5
7609,Spirit Fingers,"['Comedy', 'Romance', 'Slice of Life']",EN,17
7610,Spirit Hunter,"['Action', 'Adventure', 'Fantasy']",EN,97
7611,Spirit King Elqueeness,"['Adventure', 'Fantasy', 'Slice of Life']",EN,223
7612,Spirit Sword Sovereign,"['Action', 'Adventure', 'Drama']",EN,530
7613,Spirits,['Fantasy'],EN,50
7614,Spiritsetter,"['Drama', 'Supernatural']",EN,1
7615,Splatoon,"['Comedy', 'Fantasy', 'Kids']",EN,74
7616,Split Lover,"['Comedy', 'Drama', 'Ecchi']",EN,17
7617,Spoof on Titan,"['Action', 'Comedy', 'Parody']",EN,55
7618,Spotless Love: This Love Cannot Be Any More Beautiful,"['Drama', 'Romance', 'Shounen']",EN,30
7619,Spotlight,"['Drama', 'Romance', 'School']",EN,13
7620,Spring of Little Me,"['Comedy', 'Romance', 'Sports']",EN,8
7621,Spring Once Again,['Drama'],EN,38
7622,Spring's Espresso,"['Romance', 'Shoujo', 'Slice of Life']",EN,26
7623,"Spring, Love and You","['Romance', 'School', 'Shoujo']",EN,18
7624,Sprite,"['Horror', 'Mystery', 'Seinen']",EN,130.5
7625,Spy Game A.D. 1600,"['Action', 'Seinen']",JA,4
7626,Spy Room,"['Action', 'Comedy', 'Mystery']",EN,10
7627,Spy x Family,"['Action', 'Comedy', 'Shounen']",EN,84
7628,Spy x Family (Colored Edition),"['Action', 'Comedy', 'Shounen']",EN,37.5
7629,SPY x FAMILY Official Fan Book EYES ONLY,['Comedy'],JA,0
7630,SQ: Begin W/Your Name!,"['Comedy', 'School', 'Shoujo Ai']",EN,218
7631,SSS-Class Gacha Hunter,"['Action', 'Drama', 'Fantasy']",EN,67
7632,SSS-Class Suicide Hunter,"['Action', 'Adventure', 'Comedy']",EN,87
7633,SSS-Rank Artist Summoner,"['Action', 'Drama', 'Fantasy']",EN,3
7634,SSS-Rank Lone Summoner,"['Action', 'Drama', 'Fantasy']",EN,20
7635,SSSS.GRIDMAN Anthology,"['Action', 'Comedy', 'Mecha']",EN,12
7636,Ssss.gridman: Hime & Samurai,"['Action', 'Comedy', 'Mecha']",EN,22
7637,StageS,"['Mystery', 'Shounen', 'Supernatural']",EN,18
7638,Stagtown,['Horror'],EN,108.5
7639,Stairs,"['Action', 'Fantasy', 'Shounen']",EN,30
7640,Stalker Jokers,"['Drama', 'Psychological', 'Seinen']",JA,42.5
7641,Stalkers,"['Comedy', 'Romance', 'Shounen']",EN,24.5
7642,Stan for Salvation,"['Comedy', 'Romance', 'Shounen']",EN,17
7643,Stand Up!,"['Romance', 'School', 'Shoujo']",JA,16.2
7644,Standard of Reincarnation,"['Action', 'Drama', 'Fantasy']",EN,58
7645,Star Dream Idol Project,"['Comedy', 'Drama', 'Romance']",EN,300
7646,"Star Instructor, Master Baek","['Action', 'Fantasy', 'Martial Arts']",EN,84
7647,Star Martial God Technique,"['Action', 'Adventure', 'Drama']",EN,636
7648,Star Prison,"['Action', 'Adventure', 'Fantasy']",EN,20
7649,"Star Wars: Leia, Princess of Alderaan","['Drama', 'Sci-Fi', 'Space']",EN,16
7650,Star x Fanboy,"['Comedy', 'Romance', 'Shounen Ai']",EN,171
7651,Star-Crossed!!,"['Drama', 'School', 'Slice of Life']",EN,14.5
7652,Star-Slaying Swordsman,"['Action', 'Fantasy', 'Martial Arts']",EN,8
7653,Stardust Drop,"['Comedy', 'Romance', 'School']",EN,9
7654,Stardust Telepath,"['Comedy', 'Sci-Fi', 'Shoujo Ai']",EN,38
7655,Stargazing Dog,"['Seinen', 'Slice of Life']",JA,0
7656,Starring You and Me,"['Drama', 'Fantasy', 'Romance']",EN,22
7657,"Start a leisurely lord life with a plant magic cheat After farming with the knowledge of the previous life, a reversal life began","['Adventure', 'Comedy']",EN,21
7658,Start Raising Dragons From Today,"['Action', 'Drama', 'Fantasy']",EN,15
7659,Start With A Happy Ending,"['Comedy', 'Slice of Life']",EN,15
7660,Starting After Thousandth Rebirth,"['Action', 'Adventure', 'Fantasy']",EN,41
7661,Starting from Today I’ll Work as a City Lord,"['Comedy', 'Fantasy', 'Shounen']",EN,463
7662,Stepmother's Friends,"['Comedy', 'Harem', 'Romance']",EN,125
7663,Stepping on Roses,"['Drama', 'Historical', 'Romance']",JA,57
7664,Sternbilder no Toorimichi,"['Drama', 'Fantasy', 'Shounen']",JA,11
7665,Still Sick,"['Shoujo Ai', 'Slice of Life']",EN,14.5
7666,"Still, I Want to Make You Happy","['Comedy', 'Romance', 'Slice of Life']",EN,8
7667,Stop at the Red Light,"['Romance', 'Slice of Life']",EN,16
7668,"Stop Bothering Me, Emperor!","['Comedy', 'Romance']",EN,13
7669,Stop this sound!,"['Drama', 'School', 'Shounen']",EN,124
7670,Stop!! Hibari-kun!,"['Comedy', 'Gender Bender', 'Romance']",EN,53.5
7671,Storm Inn,"['Action', 'Adventure', 'Fantasy']",EN,106
7672,"Story of a ""Unemployed"" Champion and a Princess Who Together Find Their Happiness, Story of a ""Jobless"" Champion and a Princess Who Together Find Their Happiness","['Adventure', 'Fantasy', 'Shounen']",EN,30
7673,Story of a Small Senior in My Company,"['Comedy', 'Romance', 'Slice of Life']",EN,73
7674,Story of the Family not to Die,"['Action', 'Comedy']",EN,6
7675,Story of the Side to Expel,"['Action', 'Adventure', 'Fantasy']",JA,33
7676,Straight Girl Trap,"['Drama', 'Romance', 'Slice of Life']",EN,17
7677,Straight or Not,"['Comedy', 'Romance', 'Shounen Ai']",EN,225
7678,Straight to the Red Carpet,"['Fantasy', 'Romance', 'Shoujo']",EN,41
7679,Strange and Beautiful,"['Fantasy', 'Mystery', 'Romance']",EN,83
7680,Strange Fruit,['Drama'],JA,8
7681,Strange Grief Wants to Retire ~ The Weakest Hunter’s Hero Dream,"['Action', 'Adventure', 'Fantasy']",EN,35
7682,Strange Moon,"['Drama', 'Mystery', 'School']",EN,6
7683,Strategic Lovers,"['Ecchi', 'Harem', 'Shounen']",EN,28
7684,Stravaganza : The Queen in the Iron Mask,"['Adventure', 'Drama', 'Fantasy']",EN,42.5
7685,Strawberry 100%,"['Comedy', 'Drama', 'Ecchi']",nedoločen,0
7686,Strawberry 100% (Colored Edition),"['Comedy', 'Drama', 'Ecchi']",JA,167.3
7687,Strawberry and Milk Tea,"['Romance', 'School', 'Shoujo']",EN,9.2
7688,Strawberry Fields Once Again,"['Comedy', 'Romance', 'Shoujo Ai']",EN,14.5
7689,Strawberry Moment on Sundays,"['Romance', 'Slice of Life']",EN,15
7690,Strawberry Panic,"['Drama', 'Romance', 'Shoujo Ai']",EN,12
7691,Strawberry Seafoam,['Fantasy'],EN,138.5
7692,Stray Souls,['Fantasy'],EN,109
7693,Straying Warrior Kabi Nagata: GO Gourmet!,['Slice of Life'],EN,2
7694,Straylight Tiger,['Sci-Fi'],EN,61
