id,imena,žanri,jeziki,št poglavij
7052,Saint of Black Kite,"['Action', 'Adventure', 'Comedy']",EN,13
7053,"Saint Seiya: Another Story of Hades - ""Dark Wing""","['Action', 'Adventure', 'Fantasy']",JA,23
7054,Saint Seiya: Episode.G Requiem,"['Action', 'Adventure', 'Drama']",EN,39
7055,Saint Seiya: Knights of the Zodiac,"['Action', 'Adventure', 'Shounen']",EN,110
7056,Saint Seiya: Next Dimension - The Myth of Hades,"['Action', 'Drama', 'Fantasy']",EN,102
7057,Saint Seiya: The Lost Canvas - Meiou Shinwa Gaiden,"['Adventure', 'Drama', 'Fantasy']",JA,89.2
7058,"Saint? No, Just a Passing Monster Tamer! ~The Completely Unparalleled Saint Travels with Fluffies~","['Adventure', 'Comedy', 'Fantasy']",EN,14
7059,Saitei Chara ni Tensei shita Ore wa Ikinokoritai,"['Action', 'Adventure', 'Fantasy']",EN,1
7060,Saiyaku Wa Boku O Suki Sugiru,"['Action', 'Drama', 'Shounen Ai']",EN,71
7061,Saiyuki,"['Action', 'Adventure', 'Drama']",EN,55
7062,Saiyuki Gaiden,"['Action', 'Adventure', 'Fantasy']",JA,33
7063,Saiyuki Reload,"['Action', 'Adventure', 'Comedy']",EN,49
7064,Saiyuki the Different,"['Action', 'Adventure', 'Drama']",JA,5
7065,Saiyuuki Reload Blast,"['Action', 'Adventure', 'Comedy']",EN,22
7066,Sajichan's Sick Diary,"['Comedy', 'Psychological', 'Shoujo Ai']",EN,16
7067,Sakamichi no Apollon,"['Drama', 'Josei', 'Music']",EN,51
7068,Sakamoto Days,"['Action', 'Comedy', 'Shounen']",EN,126
7069,Sake to Koi Niwa Yotte Shikarubeki,"['Josei', 'Romance', 'Slice of Life']",JA,42.5
7070,Saki,"['School', 'Seinen', 'Slice of Life']",EN,261
7071,Saki the Succubus Hungers Tonight,"['Comedy', 'Ecchi', 'Romance']",EN,50
7072,Saki-chan Is a Succubus's Child,"['Comedy', 'Ecchi', 'Fantasy']",EN,5
7073,Sakuna: Of Rice and Ruin – Gods of Ikusadatara,"['Action', 'Fantasy']",EN,12
7074,Sakura no Neko-hime,['Shounen'],JA,30
7075,Sakura No Sakai,"['Seinen', 'Shoujo Ai', 'Slice of Life']",JA,46
7076,Sakura Taisen Kanadegumi,"['Harem', 'Shoujo']",JA,24
7077,Sakura Trick,"['Comedy', 'Romance', 'School']",EN,76
7078,Sakura's Dedication,"['Comedy', 'Romance', 'School']",EN,16
7079,Sakurai-San Wants To Be Noticed,"['Comedy', 'Romance', 'School']",EN,25
7080,Sakurasou No Pet Na Kanojo,"['Comedy', 'Ecchi', 'Romance']",EN,18
7081,Salad Days,"['Drama', 'Romance', 'School']",EN,149
7082,Salad Viking,"['Action', 'Comedy', 'Slice of Life']",JA,35
7083,Salaryman Kintarou,"['Action', 'Comedy', 'Martial Arts']",JA,167
7084,Sales Department Cupid,"['Comedy', 'Fantasy', 'Romance']",EN,4
7085,Salman,"['Comedy', 'Seinen', 'Supernatural']",EN,9
7086,Salt Friend,"['Comedy', 'School', 'Slice of Life']",EN,76
7087,Saltiness,['Seinen'],EN,44
7088,Salty Road,"['Comedy', 'Sci-Fi', 'Seinen']",EN,6
7089,Salty Studio,"['Comedy', 'Romance', 'Slice of Life']",EN,66
7090,Samadhi,"['Action', 'Mystery', 'Seinen']",EN,7
7091,Samurai 8: The Tale of Hachimaru,"['Action', 'Samurai', 'Sci-Fi']",EN,43
7092,Samurai Deeper Kyo,"['Action', 'Adventure', 'Comedy']",nedoločen,0
7093,Samurai for the White Wolf,"['Drama', 'Historical', 'Samurai']",EN,9
7094,Samurai Girl Real Bout High School,"['Action', 'Comedy', 'Fantasy']",EN,45
7095,Samurai Harem: Asu no Yoichi,"['Action', 'Comedy', 'Ecchi']",EN,58
7096,Samurai in Another World,"['Comedy', 'Fantasy']",EN,7
7097,Samurai Kaa-san Plus,"['Comedy', 'Josei', 'Slice of Life']",JA,48.5
7098,Sanada Juuyuushi,['nedoločen'],JA,39
7099,Sanctuary,"['Drama', 'Police', 'Seinen']",EN,107
7100,Sand Chronicles,['Shoujo'],JA,24
7101,Sanda,"['Drama', 'School', 'Shounen']",JA,94
7102,Sandwich Girl,"['Comedy', 'Drama', 'Romance']",EN,34
7103,Sankarea: Undying Love,"['Comedy', 'Ecchi', 'Horror']",EN,56.5
7104,Sanzennenme No Kami Taiou,"['Comedy', 'Romance', 'Seinen']",EN,47
7105,Sanzoku Diary,"['Seinen', 'Slice of Life']",JA,102
7106,Sanzoku Diary SS,"['Adventure', 'Seinen', 'Slice of Life']",JA,11.3
7107,"Saraba, Yoki Hi","['Drama', 'Josei', 'Romance']",EN,28
7108,"Sarah, I'm Sorry: Welcome to Our Galaxy","['Drama', 'Fantasy', 'Romance']",EN,7
7109,Sarazanmai: The Official Manga Anthology,"['Comedy', 'Drama', 'Fantasy']",EN,16
7110,Sasaki and Miyano,"['School', 'Shounen Ai', 'Slice of Life']",EN,42.5
7111,Sasaki and Miyano Official Anthology Comic,"['School', 'Shoujo']",EN,13
7112,Sasaki and Peeps,"['Adventure', 'Comedy', 'Fantasy']",EN,4
7113,Sasha and Her Otaku Classmate,"['Romance', 'School', 'Slice of Life']",EN,14
7114,Sasori,"['Drama', 'Seinen']",EN,48
7115,Sasori and Otome,"['Romance', 'Shounen Ai']",EN,6.5
7116,Sasuga No Sarutobi,"['Action', 'Comedy', 'Martial Arts']",EN,46
7117,Satanic Branch,"['Drama', 'Josei', 'Mystery']",EN,7
7118,Satanophany,"['Ecchi', 'Seinen', 'Thriller']",JA,240
7119,Satellite Coin Laundry,"['Seinen', 'Slice of Life']",EN,13
7120,Satoko and Nada,"['Comedy', 'Slice of Life']",EN,31
7121,Satome-san ni wa Mou Death Game Shikanai,"['Comedy', 'Romance', 'Shounen']",EN,36
7122,Satomu Fallin Love,"['Comedy', 'Romance']",JA,3
7123,Satorare: Melancholy of the Liars,"['Drama', 'School', 'Sci-Fi']",JA,12
7124,Satou-Kun No Juunan Seikatsu,"['Comedy', 'Fantasy', 'School']",EN,43.5
7125,Satsui No Senki,"['Action', 'Shounen', 'Supernatural']",EN,8
7126,Saturn Apartments,"['Drama', 'Sci-Fi', 'Seinen']",EN,62.2
7127,Saturn Return,"['Drama', 'Psychological', 'Seinen']",EN,14
7128,Savage Fang Ojou-sama: Shijou Saikyou no Youhei wa Shijou Saikyou no Bougyaku Reijou to natte Futatabime no Sekai wo Musou suru,"['Action', 'Drama', 'Fantasy']",JA,28
7129,Savage Hero,"['Action', 'Adventure', 'Drama']",JA,23
7130,Save & Load No Dekiru Yadoya-San,"['Adventure', 'Fantasy']",EN,53.5
7131,Save a Failed Idol's Life,['Drama'],EN,12
7132,Save Me,"['Action', 'Drama']",EN,63.5
7133,SAVE ME,['Drama'],EN,0
7134,"Saving 80,000 Gold Coins in the Different World for My Old Age",['Fantasy'],EN,90
7135,Saving a Mercenary Unit from Bankruptcy,"['Drama', 'Historical']",EN,32
7136,Saving Sweets for After-Hours,"['Romance', 'Slice of Life']",EN,9.5
7137,Savior,['Fantasy'],EN,70.5
7138,Savior's Bookcafe Story in Another World,"['Comedy', 'Drama', 'Fantasy']",EN,20.5
7139,Say hello to BLACK JACK,"['Drama', 'Psychological', 'Seinen']",EN,127
7140,Say Hello to Bookila,"['Demons', 'Shounen', 'Supernatural']",EN,12
7141,Sayoko-san's Romantic Ghost Story,"['Comedy', 'Romance', 'Seinen']",EN,54
7142,Sayonara Football,"['Romance', 'School', 'Shounen']",EN,8
7143,"Sayonara, Zetsubou-Sensei","['Comedy', 'Parody', 'School']",JA,300
7144,Sazae san,"['Comedy', 'Slice of Life']",JA,0
7145,Sazan & Comet Girl,"['Action', 'Adventure', 'Sci-Fi']",EN,2
7146,Scarface: Legend of the Invincible Fist,"['Action', 'Seinen']",EN,53.5
7147,Scarlet,['Yaoi'],EN,5.5
7148,Scarlet Star,"['Action', 'Comedy', 'Fantasy']",EN,2
7149,Scarlett After The War,"['Action', 'Drama', 'Historical']",JA,12
7150,Scary Campus College University,"['Drama', 'Horror', 'School']",EN,44
7151,Scary Face High Schooler And Miss Plain Jane,"['Comedy', 'Romance']",EN,10.5
7152,School Babysitters,"['Comedy', 'School', 'Shoujo']",EN,117
7153,School Back,"['Drama', 'Shounen', 'Slice of Life']",JA,5
7154,School Baseball's Mr. Zawa,"['Comedy', 'Seinen', 'Slice of Life']",EN,199
7155,School Bus Graveyard,['Thriller'],EN,48
7156,School of Trade,['School'],JA,12
7157,School Rumble,"['Comedy', 'Romance', 'School']",EN,283
7158,School Zone Girls,"['Comedy', 'School', 'Shoujo Ai']",EN,99
7159,School-Live!,"['Horror', 'Mystery', 'Psychological']",EN,77.5
7160,"Science Fell in Love, So I Tried to Prove It","['Comedy', 'Romance']",EN,35.5
7161,Scorching Romance,['Romance'],EN,11
7162,Scum's Wish,"['Drama', 'Romance', 'School']",EN,47
7163,Scumbag System,"['Action', 'Adventure', 'Comedy']",EN,3
7164,Search and Discovery with my Isekai Elf,"['Comedy', 'Fantasy', 'Seinen']",EN,2
7165,Search Ctrl K A World-Class Walkthrough,"['Action', 'Fantasy', 'Shounen']",EN,33
7166,Search Ctrl K I Awoke as an Imprisoned Villainess,"['Comedy', 'Drama', 'Fantasy']",EN,4
7167,Searching for the Full Moon,"['Comedy', 'Drama', 'Fantasy']",JA,29.2
7168,Searching for the light in my little garden,"['Drama', 'Mystery', 'Romance']",JA,15.2
7169,Seaside Cinema Paradise,"['Comedy', 'Drama', 'Shoujo']",EN,7
7170,Seaside Stranger,"['Romance', 'Slice of Life', 'Yaoi']",EN,4.5
7171,Season Of Alabaster,"['Comedy', 'Drama', 'Slice of Life']",EN,12
7172,Seasons of Blossom,"['Comedy', 'Drama', 'Romance']",EN,130
7173,Sebumi Reifu no ii Kibun,"['Comedy', 'Horror', 'Mystery']",JA,14
7174,SECOND BREAK!!,"['Comedy', 'Drama', 'Sports']",EN,19
7175,Second Home,"['Josei', 'School', 'Slice of Life']",EN,7
7176,See No Evil,"['Drama', 'Psychological', 'Supernatural']",EN,5
7177,See You Again,"['Comedy', 'School', 'Slice of Life']",EN,27
7178,See You in My 19th Life,"['Comedy', 'Drama', 'Josei']",EN,114
7179,"See You, My King","['Drama', 'Fantasy', 'Historical']",EN,24
7180,Seed,['Sci-Fi'],EN,147
7181,"Sei-chan, Your Love Is Too Much!","['Romance', 'Slice of Life']",EN,51
7182,"Seibetsu ""mona Lisa"" No Kimi E.","['Drama', 'Romance', 'School']",EN,41
7183,Seifuku no Binetsu,"['Romance', 'School', 'Shoujo']",EN,15
7184,"Seijo, Yuusha Party Kara Kaiko Sareta No De Guild Wo Tsukuttara At Home Saikyou Guild Ni Sodachimashita","['Action', 'Comedy', 'Fantasy']",JA,14
7185,Seikai No Monshou (Yonemura Kouichirou),"['Action', 'Adventure', 'Drama']",EN,41
7186,Seikatsu Mahou wa Hazure Skill janai,"['Fantasy', 'Romance', 'Shounen']",JA,12
7187,Seikenshi-Sama No Maken-Chan,"['Adventure', 'Fantasy', 'Romance']",EN,7
7188,Seikimatsu Kigekio Enoken,['Adventure'],JA,4
7189,Seirei Gensouki - Konna Sekai De Deaeta Kimi Ni,"['Action', 'Drama', 'Fantasy']",EN,47
7190,Seisan Mahoushi no rakuraku Henkyou Kaitaku ~ Saikyou no Amato tachi to White Kokka o Kizukimasu!,['nedoločen'],JA,14
7191,Seisan Shoku o Kiwame Sugi tara Densetsu no Buki ga Ore no Yome ni Narimashita,"['Action', 'Adventure', 'Fantasy']",JA,39
7192,Seishokuki,"['Action', 'Ecchi', 'School']",JA,137
7193,Seishokuki: Aliens Meet Girls,"['Drama', 'Ecchi', 'Sci-Fi']",JA,15
7194,Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai,"['Comedy', 'Romance', 'School']",EN,12
7195,Seishun Forget!,"['Comedy', 'Romance', 'Seinen']",EN,20
7196,Seishun Location,"['Romance', 'School', 'Shoujo']",JA,8
7197,Seishun no Hekireki,"['Comedy', 'Romance']",EN,6
7198,Seiten Kickoff,"['Comedy', 'Romance', 'School']",EN,13
7199,Seitokai Yakuindomo,"['Comedy', 'School', 'Shounen']",EN,634
7200,Sekai Maou,"['Comedy', 'Demons', 'Fantasy']",EN,50
7201,"Sekai ni Hitori, Zenzokusei Mahou no Tsukaite","['Fantasy', 'Seinen']",EN,12
7202,Sekai No Hashikko To Anzu Jam,"['Music', 'Romance', 'Shoujo']",EN,25.7
7203,Sekai No Hate,"['Romance', 'School', 'Shoujo']",JA,17.5
7204,Sekai No Owari No Encore,"['Action', 'Adventure', 'Fantasy']",EN,72
7205,Sekai No Owari To Yoakemae,"['Drama', 'Seinen', 'Slice of Life']",EN,11
7206,Sekai Oni,"['Drama', 'Fantasy', 'Horror']",EN,101.5
7207,Sekai Saikyou No Kouei: Meikyuukoku No Shinjin Tansakusha,"['Action', 'Adventure', 'Fantasy']",EN,28
7208,Sekirei,"['Action', 'Comedy', 'Ecchi']",EN,187.2
7209,Sekitou Elergy,"['Comedy', 'Drama', 'Romance']",EN,165
7210,"Sekkaku Cheat Wo Moratte Isekai Ni Teni Shita N Dakara, Suki Na You Ni Ikitemitai","['Ecchi', 'Fantasy']",EN,47
7211,Sekkusu Ando Danjon,"['Action', 'Drama', 'Fantasy']",JA,32
7212,Seraph of the End: Vampire Reign,"['Action', 'Drama', 'Shounen']",EN,127
7213,Serena,"['Drama', 'Historical', 'Josei']",EN,27
7214,Serenade,"['Drama', 'Psychological', 'Romance']",EN,81.5
7215,Sergeant Frog,"['Comedy', 'Drama', 'Sci-Fi']",JA,278
7216,Serious Girl and Youth Underwear,"['Comedy', 'Shounen', 'Slice of Life']",EN,10
7217,Serious Pure-san Of The Succubus Section,"['Ecchi', 'Fantasy']",JA,23
7218,Seriously Dating a Succubus,"['Comedy', 'Ecchi', 'Romance']",EN,8
7219,Servamp,"['Action', 'Comedy', 'Drama']",EN,130
7220,Service Wars,"['Action', 'Comedy', 'Shounen']",EN,16
7221,Seven Days,"['Romance', 'Shounen Ai', 'Slice of Life']",EN,13.6
7222,Seven Gods Familia Story,"['Action', 'Comedy', 'Fantasy']",JA,12.4
7223,Seven Holy Sword and the Princess of Magic Sword,"['Action', 'Fantasy']",JA,23
7224,Seven Queens of Death,"['Action', 'Drama', 'Horror']",JA,29
7225,Seven Shakespeares,"['Action', 'Adventure', 'Comedy']",EN,188
7226,Seven Star,"['Action', 'Horror', 'Sci-Fi']",JA,96
7227,Seven Star JT,"['Action', 'Comedy', 'Drama']",JA,60
7228,Seven Swords Dominate,"['Action', 'Fantasy', 'School']",EN,39
7229,Seven Years Later,['Drama'],EN,58
7230,Seventeen Again,"['Romance', 'School', 'Shoujo']",EN,38
7231,Severe Trauma Center: Golden Hour,['Drama'],EN,15
7232,Sewayaki Kitsune No Senko-San,"['Comedy', 'Romance', 'Supernatural']",EN,92
7233,Sex and Dungeon,"['Adventure', 'Ecchi', 'Harem']",EN,35
7234,Sex Ed 120%,"['Comedy', 'School', 'Slice of Life']",EN,18.5
7235,Sex Knights,"['Comedy', 'Supernatural']",EN,24
7236,Sexy Tanaka-san,"['Comedy', 'Drama', 'Josei']",EN,2
7237,Shabon to Neko Uri,"['Action', 'Adventure', 'Fantasy']",JA,0
7238,Shachiku DTP Operator no Boku ga Isekai de Gijutsu Kakushin Shite mo iidesu ka?,"['Adventure', 'Ecchi', 'Fantasy']",JA,4
7239,Shachiku Kishi ga S Rank Boukensha ni Hirowarete Himo ni Naru Hanashi – Oishii Ryouri wa Kizuna wo Tsunagu!?,['Fantasy'],JA,5
7240,Shachiku To Gal Ga Irekawarimashite,"['Comedy', 'Gender Bender', 'Romance']",EN,21
7241,Shachiku To Shoujo No 1800-Nichi,"['Drama', 'Ecchi', 'Seinen']",JA,117
7242,Shachiku to Yuurei,"['Comedy', 'Supernatural']",JA,58.5
7243,Shackled Love: 100 Ways to Keep a Boyfriend Locked Up,"['Mystery', 'Romance', 'School']",EN,4
7244,SHADOW,['nedoločen'],EN,12
7245,Shadow Bride,"['Comedy', 'Historical', 'Romance']",EN,96
7246,Shadow Hack,"['Action', 'Drama', 'Fantasy']",EN,175
7247,Shadow Hero's Daily Life,"['Action', 'Fantasy']",EN,30
7248,Shadow Paradox,['nedoločen'],EN,72
7249,Shadow Pirates,['Fantasy'],EN,16
7250,Shadow Princess,"['Action', 'Comedy', 'Drama']",EN,30
7251,Shadowless Night,"['Drama', 'Fantasy', 'Josei']",EN,55
7252,Shadows House,"['Seinen', 'Slice of Life', 'Supernatural']",EN,167
7253,Shadows House (Colored Edition),['nedoločen'],JA,106
7254,Shadowverse - Dengeki Comic Anthology,"['Action', 'Comedy', 'Drama']",EN,13
7255,Shady Part-Time Jobs: No Escape,"['Drama', 'Horror', 'Mystery']",EN,59
7256,Shakunetsu no Takkyuu Musume,"['Shounen', 'Sports']",JA,28
7257,Shall We Have Dinner Tonight?,"['Comedy', 'Drama', 'Romance']",EN,1
7258,Shaman After School,"['Drama', 'Romance', 'Supernatural']",EN,22
7259,Shaman King,"['Action', 'Adventure', 'Comedy']",EN,300.9
7260,Shaman King & A Garden,"['Adventure', 'Fantasy', 'Shoujo']",EN,16
7261,Shaman King (2020),"['Action', 'Adventure', 'Comedy']",EN,300.8
7262,Shaman King Faust 8: Eien no Eliza,"['Action', 'Drama', 'Super Power']",JA,8
7263,Shaman King Zero,"['Comedy', 'Drama', 'Shounen']",EN,12
7264,Shaman King: Flowers,"['Action', 'Adventure', 'Comedy']",EN,29
7265,Shaman King: Marcos,"['Action', 'Adventure', 'Shounen']",EN,15
7266,Shaman King: Red Crimson,"['Action', 'Adventure', 'Shounen']",EN,16
7267,Shaman King: The Super Star,"['Action', 'Shounen', 'Super Power']",EN,38
7268,Shamo,"['Action', 'Drama', 'Martial Arts']",EN,200
7269,Shangri-La,['Action'],EN,55
7270,Shangri-La Frontier,"['Action', 'Adventure', 'Game']",EN,140
7271,Shanimuni Go,"['Comedy', 'Shoujo', 'Sports']",EN,192
7272,Shaolin Sisters: Reborn,"['Action', 'Adventure', 'Fantasy']",EN,20
7273,Sharakuna ~ Mysterious Spiritual Memoirs,"['Comedy', 'Mystery', 'Shoujo']",EN,2.2
7274,Shard,['Supernatural'],EN,80
7275,Shared House Kitten Blue,"['Comedy', 'Romance', 'Shoujo']",EN,20
7276,Sharehouse Nile,"['Comedy', 'Drama', 'Historical']",EN,2
7277,Sharing Life On A Deserted Island With An Elf,"['Action', 'Comedy', 'Drama']",JA,38
7278,Shark,"['Action', 'Martial Arts', 'Seinen']",EN,152
7279,Shark Girl,"['Action', 'Comedy', 'Romance']",EN,31
7280,Shark Maid of the Shore,"['Comedy', 'Romance', 'Shounen']",EN,2
7281,She Bites!,"['Comedy', 'Drama', 'Slice of Life']",EN,40
7282,She gets girls everyday,"['Comedy', 'School', 'Shoujo Ai']",EN,24.5
7283,"She Is Coming, Please Get Down!","['Action', 'Comedy', 'Drama']",EN,3.3
7284,She is in Love with the Mob,"['Comedy', 'Drama', 'Romance']",EN,6
7285,She Is Not Good At Cleaning Every Day,"['Drama', 'Josei', 'Romance']",EN,3
7286,She Is Still Cute Today,"['Romance', 'School', 'Shoujo Ai']",EN,25
7287,"She Is the Neighbor Angel, I Am Spoilt By Her","['Comedy', 'Romance']",EN,11
7288,She is the Rokurokubi,"['Comedy', 'School', 'Shounen']",JA,22
7289,She professed herself the pupil of the wise man,"['Adventure', 'Fantasy']",EN,56
7290,She was a little older than he,"['Comedy', 'Drama', 'Romance']",EN,24
7291,"She Was Actually My Stepsister ~Recently, The Sense Of Distance Between Me And My New Stepbrother Is Incredibly Close~","['Comedy', 'Drama', 'Romance']",EN,11
7292,"She Was an Arrogant Princess, but She Changed Her Mind, so I Won't Do Anything Bad Anymore, Maybe.","['Fantasy', 'Shoujo']",JA,7
7293,She will Die in 100 Days,['Slice of Life'],EN,20
7294,She Would Never Know,"['Drama', 'Josei', 'Romance']",EN,5
7295,She's Hopeless,"['Comedy', 'Romance', 'Shoujo']",EN,102
7296,She's My Knight,"['Comedy', 'Romance', 'School']",EN,22.5
7297,She's My Type,"['Comedy', 'Drama', 'Romance']",EN,57
7298,She's Too Cute to Take Away,"['Comedy', 'Demons', 'Fantasy']",EN,50
7299,"She, her camera and her seasons","['Drama', 'School', 'Seinen']",EN,36
7300,"Shed that Skin, Ryugasaki-san!","['Comedy', 'Ecchi', 'Romance']",EN,121
7301,Sheeply Horned Witch Romi,"['Comedy', 'Romance', 'Seinen']",EN,12
7302,Sheet no Sukima,"['Comedy', 'Josei', 'Romance']",EN,6
7303,Shenwu Tianzun,"['Action', 'Adventure', 'Fantasy']",EN,460
7304,Shepherd House Hotel,"['Drama', 'Mystery', 'Seinen']",EN,8
7305,Sheriff,"['Action', 'Comedy', 'Police']",JA,11
7306,"Shi ni Modori no Sachiusu Reijou, Konse de wa Saikyou Last Boss Ogikei-sama ni Dekiaisaretemasu","['Fantasy', 'Romance', 'Shoujo']",JA,11
7307,Shi to Kanojo to Boku,"['Drama', 'Horror', 'Josei']",EN,33
7308,ShibaO,"['Comedy', 'Seinen', 'Slice of Life']",EN,4
7309,Shibatarian,"['Drama', 'Horror', 'Shounen']",EN,7
7310,"Shiboritoranaide, Onna Shounin-san!!","['Action', 'Adventure', 'Comedy']",EN,40
7311,Shibuya Goldfish,"['Drama', 'Horror', 'Shounen']",EN,46
7312,Shibuya Near Family,"['Comedy', 'Shounen']",EN,63
7313,Shidenkai No Maki,"['Historical', 'Military', 'School']",JA,71
7314,Shigahime,"['Horror', 'Psychological', 'Seinen']",EN,31
7315,Shigeru Mizuki's Hitler,"['Historical', 'Military', 'Seinen']",EN,0
7316,Shigurui,"['Action', 'Drama', 'Historical']",EN,84
7317,Shijou Saikou No Tensai Renkinjutsushi Wa Sorosoro Intai Shitai,"['Action', 'Comedy', 'Fantasy']",JA,13
7318,Shijou Saikyou No Kyuutei Tamer,"['Action', 'Comedy', 'Fantasy']",JA,13
7319,"Shijou Saikyou no Mahou Kenshi, F-Rank Boukensha ni Tensei suru: Kensei to Matei, Futatsu no Zense wo Motta Otoko no Eiyuutan","['Action', 'Adventure', 'Fantasy']",EN,90
7320,Shika No Ou: Yuna To Yakusoku No Tabi,"['Action', 'Adventure', 'Drama']",JA,9
7321,Shikabane-Gatana,"['Action', 'Shounen', 'Supernatural']",EN,14.5
7322,Shikabane-zE,['Horror'],JA,3
7323,Shikanoko Nokonoko Koshitantan,"['Comedy', 'School', 'Shounen']",EN,19
7324,Shikeishuu ~The Last Days of Abnormal Criminals~,"['Drama', 'Horror', 'Seinen']",EN,14
7325,Shikimori's Not Just a Cutie,"['Comedy', 'Romance', 'Slice of Life']",EN,178.2
7326,Shikisaki Shimai wa Abakaretai,"['Ecchi', 'Mystery', 'Seinen']",JA,61
7327,Shikizakura,"['Action', 'Drama', 'Sci-Fi']",JA,10
7328,Shikkaku Ouji no Nariagari Boukentan,"['Adventure', 'Fantasy']",JA,22
7329,Shikkoku no Dark Hero,"['Action', 'Fantasy', 'Harem']",JA,8
7330,Shikkoku No De ~ Yurandaru Densetsu ~ Ada No Chuunibyou No Ore Ga Yuusha Ni Matsuri Age Rarete Shimatta Kudan ~,['Fantasy'],JA,15
7331,Shiloh,['Thriller'],EN,112
7332,Shima-san,['Slice of Life'],EN,8
7333,Shimazaki [email protected] for Work,"['Comedy', 'Ecchi']",EN,12
7334,Shimeji Simulation,"['School', 'Slice of Life']",EN,46
7335,Shimekiri Mae Ni Wa Yuri Ga Hakadoru,"['Comedy', 'Romance', 'Slice of Life']",EN,13
7336,Shimokitazawa Backyard Story,"['Comedy', 'Romance', 'Seinen']",JA,3
7337,Shimoneta To Iu Gainen Ga Sonzai Shinai Taikutsu Na Sekai: Man**-Hen,"['Comedy', 'Ecchi', 'School']",EN,23
7338,Shin Gunjou Senki,"['Action', 'Historical', 'Seinen']",JA,40
7339,Shin Himitsu na Oku-san,['Josei'],JA,14
7340,Shin Jikenya Kagyou,"['Action', 'Mystery', 'Seinen']",JA,45
7341,Shin Kamen Rider 2023: Prologue,"['Action', 'Drama', 'Mecha']",EN,20
7342,Shin Kamen Rider Spirits,"['Action', 'Adventure', 'Sci-Fi']",JA,127
7343,Shin Maou Dante,"['Horror', 'Shoujo', 'Supernatural']",JA,0
7344,Shin Mazinger Zero,"['Action', 'Adventure', 'Mecha']",EN,42
7345,Shin Mazinger Zero Vs Ankoku Daishougun,"['Action', 'Adventure', 'Mecha']",EN,35
7346,Shin Megami Tensei: Devil Summoner - Kuzunoha Raidou Tai Kodokuno Marebito,"['Action', 'Demons', 'Shounen']",EN,35
7347,Shinbashi No Miko,"['Action', 'Comedy', 'Ecchi']",JA,22.5
7348,Shingeki no Kyojin Volume 0,"['Action', 'Drama', 'Military']",EN,0
7349,Shingi: The Spirit's Playbook,"['Action', 'Drama', 'Fantasy']",EN,32
7350,Shingou-San Wa Soko Ni Ari,"['Sci-Fi', 'Slice of Life']",EN,18
7351,Shinigami Musume Ha Peropero Shitai,"['Comedy', 'Ecchi', 'School']",JA,21
7352,Shinigami Tantei Eruria No Kai,['Shounen'],JA,12
7353,Shinigamihime No Saikon,"['Romance', 'Shoujo']",EN,13
7354,"Shinitakunai node, Zenryoku de Kobitara Dekiai saremashita!","['Comedy', 'Fantasy', 'Romance']",JA,7
7355,Shinjuku Swan,"['Action', 'Drama', 'Ecchi']",JA,384.2
7356,Shinjuu no Shittoui,['Fantasy'],JA,8
7357,Shinka No Mi,"['Action', 'Adventure', 'Comedy']",EN,37
7358,"Shinkurou, Hashiru!","['Historical', 'Seinen']",JA,30
7359,Shinmai Fukei Kiruko-San,"['Action', 'Comedy', 'Police']",JA,25
7360,Shinobi Gataki,"['Action', 'Adventure', 'Fantasy']",JA,71
7361,Shinobi Life,"['Action', 'Comedy', 'Drama']",EN,49
7362,Shinobi No Kuni,"['Action', 'Historical', 'Shounen']",EN,22
7363,Shinobuna! Chiyo-chan,"['Comedy', 'Romance', 'Seinen']",EN,30
7364,Shinohara-kun's Home Cooking!,"['Comedy', 'Romance', 'Shounen']",JA,4
7365,Shinozaki-kun's Maintenance Circumstances,"['Comedy', 'Fantasy', 'Magic']",EN,27
7366,"Shinriki no Kusushi (Tensei-go) wa, Sengoku Bushou to Kekkon wo Zentei ni Hatsukoi Shimasu!","['Comedy', 'Historical', 'Romance']",JA,9
7367,Shinsengumi Chuubou Roku,"['Historical', 'Shounen', 'Slice of Life']",EN,7
7368,Shinsoban Hanma baki,"['Action', 'Adventure']",JA,29
7369,Shinyaku Kanikousen,"['Action', 'Seinen']",JA,31
7370,Shinyaku Ookami ga Kuru!,"['Action', 'Comedy', 'Romance']",EN,39
7371,Shiori Experience: Jimi na Watashi to Hen na Ojisan,"['Comedy', 'Music', 'School']",EN,65
7372,Shiori's Diary,"['Drama', 'Ecchi', 'Seinen']",EN,22
7373,Shiosai No Majo,"['Drama', 'Fantasy', 'Slice of Life']",EN,13
7374,Shiotaiou No Sato-San Ga Ore Ni Dake Amai,"['Comedy', 'Romance']",EN,45
7375,Ship of Theseus,"['Drama', 'Mystery', 'Seinen']",EN,89
7376,Shippuu Windmill!,"['Comedy', 'Sports']",EN,19
7377,"Shiritsu Odoguz Gakuen Chu-to-bu! ~ Inokuni, Demo Yappari Gomihiroi Shitemashita","['Fantasy', 'School']",JA,7
7378,Shiro No Koukoku Monogatari,"['Action', 'Fantasy', 'Harem']",EN,64.5
7379,Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,"['Comedy', 'Fantasy']",JA,20
7380,Shirogane No Karasu,"['Adventure', 'Comedy', 'Fantasy']",EN,25
7381,Shirokuma Tensei,"['Action', 'Comedy', 'Fantasy']",EN,29
